Operator Name,Location Name,Address Name,Address Street,Address Town,Address County,Address Postcode 1,Address Postcode 2,Incumbent Duty Type Text,Previous Name,LA Code,Local Authority,Country
Anglian Water Services Limited,Wing Water Treatment Works,,Morcott Road,Oakham,Rutland,LE15,8SA,COMAH Upper Tier Operator,,2470,Rutland UA,England
Arch Timber Protection Limited,Huddersfield,Huddersfield Works,Leeds Road,Huddersfield,West Yorkshire,HD2,1YU,COMAH Upper Tier Operator, (was Arch UK Biocides Ltd),4715,Kirklees,England
Argenta Dundee Limited,Dundee,Dunsinane Industrial Estate,Kinnoull Road ,Dundee,Angus                         ,DD2,3XR,COMAH Upper Tier Operator, (was Vericore Limited),9059,Dundee UA,Scotland
Associated British Ports,Immingham Dock,Immingham Dock,,Immingham,Lincolnshire,DN40,2NS,COMAH Upper Tier Operator,,2002,North East Lincolnshire,England
Associated Petroleum Terminals (Immingham) Limited,Immingham,Main Terminal,Queens Road,Immingham,North East Lincolnshire ,DN40,2PN,COMAH Upper Tier Operator,,2002,North East Lincolnshire,England
Avanti Gas Limited,Ellesmere Port,,Britannia Road,Ellesmere Port,Cheshire,CH65 ,4HB,COMAH Upper Tier Operator, (was Shell Gas Limited),4325,Wirral,England
BAE Systems (Operations) Limited,Samlesbury,Samlesbury Aerodrome,,Blackburn,Lancashire,BB2,7LF,COMAH Upper Tier Operator,,2350,Ribble Valley,England
BAE Systems Global Combat Systems Munitions Limited,Glascoed,,,Usk,Monmouthshire,NP15,1XL,COMAH Upper Tier Operator, (was BAE Systems Land Systems (Munitions & Ordnance)),6840,Monmouthshire UA,Wales
BAE Systems Global Combat Systems Munitions Limited,Radway Green,Radway Green,,Nr Crewe,Cheshire,CW3,5PJ,COMAH Upper Tier Operator, (was BAE Systems Land Systems (Munitions & Ordnance)),0670,Cheshire East UA,England
Baker Hughes Limited,Liverpool,Knowsley Industrial Park,Kirkby Bank Road,Liverpool,Merseyside,L33 ,7SY,COMAH Upper Tier Operator,,4305,Knowsley,England
Bardyke Chemicals Limited,Glasgow,Hamilton Road,Cambuslang,Glasgow,Strathclyde,G72,7XL,COMAH Upper Tier Operator,,9077,South Lanarkshire UA,Scotland
Basell Polyolefins UK Limited,"Carrington, Manchester",Carrington Site,Isherwood Road,Manchester ,Greater Manchester,M31 ,4AL,COMAH Upper Tier Operator,,4245,Trafford,England
Beam Suntory UK Limited,Westhorn Maturation Site,,1780 London Road,Glasgow,City of Glasgow,G32,8XA,COMAH Upper Tier Operator,(was Beam Global UK Ltd),9067,Glasgow UA,Scotland
Beiersdorf UK Limited,Holford Industrial Estate,,Holford Way,Birmingham,West Midlands,B6,7AX,COMAH Upper Tier Operator,,4605,Birmingham,England
Black Cat Fireworks Limited,Huddersfield,Standard Drive,Crossland Hill,Huddersfield,West Yorkshire,HD4 ,7AD,COMAH Upper Tier Operator,,4715,Kirklees,England
BOC Limited,Manchester,Wardley Industrial Estate,Priestley Road,Manchester,Greater Manchester,M28,4UT,COMAH Upper Tier Operator,,4230,Salford,England
BOC Limited,Margam Longlands Lane,BOC Margam,Longlands Lane,Port Talbot,West Glamorgan,SA13,2NS,COMAH Upper Tier Operator,,6930,Neath & Port Talbot UA,Wales
BOC Limited,Middlesbrough Tees Dock Road,,Tees Dock Road,Middlesbrough,Cleveland ,TS6 ,7RT,COMAH Upper Tier Operator,,0728,Redcar & Cleveland,England
BOC Limited,Scunthorpe,,Warren Road,Scunthorpe,North Lincolnshire,DN15,6XH,COMAH Upper Tier Operator,,2003,North Lincolnshire,England
BOC Limited,Stallingborough,,Hobson Way,Stallingborough,North East Lincolnshire ,DN37,8DZ,COMAH Upper Tier Operator,,2002,North East Lincolnshire,England
BP Chemicals Limited,Saltend,Saltend Chemicals Park,,Hull,East Riding of Yorkshire,HU12,8DS,COMAH Upper Tier Operator,,2001,East Riding,England
BP Oil UK Limited,Buncefield Terminal,Buncefield Oil Terminal,Green Lane,Hemel Hempstead,Hertfordshire,HP2 ,7JA,COMAH Upper Tier Operator,,1910,Dacorum,England
BP Oil UK Limited,Hamble BP Terminal ,,Hamble Lane ,Southampton,Hampshire ,SO31,4NR,COMAH Upper Tier Operator,,1715,Eastleigh,England
BP Oil UK Limited,Isle of Grain,Isle of Grain,,Rochester,Kent,ME3 ,0AY,COMAH Upper Tier Operator,,2280,Medway Towns UA,England
Brenntag UK Limited,Lutterworth,,Bilton Way Industrial Estate,Lutterworth,Leicestershire,LE17,4JA,COMAH Upper Tier Operator, (was Albion Chemicals Ltd),2415,Harborough,England
Brenntag UK Limited,Thetford,,90 Brunel Way,Thetford,Norfolk,IP24,1HP,COMAH Upper Tier Operator, (was Brenntag Inorganic Chemicals (Thetford) Limited),2605,Breckland,England
Brenntag UK Limited,Trafford,Westinghouse Road,Trafford Park,Manchester,Greater Manchester,M17,1QB,COMAH Upper Tier Operator,,4245,Trafford,England
Briar Chemicals Limited,Norwich,,Sweet Briar Road,Norwich,Norfolk ,NR6 ,5AP,COMAH Upper Tier Operator,(was Bayer CropScience Limited),2625,Norwich,England
Britannia Refined Metals Limited,Gravesend,Botany Road,Northfleet,Gravesend,Kent,DA11,9BG,COMAH Upper Tier Operator,,2230,Gravesham,England
British Pipeline Agency Limited,Buncefield Terminal,,Green Lane,Hemel Hempstead,Hertfordshire,HP2 ,7HZ,COMAH Upper Tier Operator,,1910,Dacorum,England
British Steel Limited,Scunthorpe,Brigg Road,,Scunthorpe,Lincolnshire,DN16,1AX,COMAH Upper Tier Operator, (was Longs Steel UK Limited) was Tata Steel UK Limited was Corus UK Ltd),2003,North Lincolnshire,England
Cadent Gas Limited,Holford H165 Gas Storage Facility,Moss Lane,Lostock Green,"Holford, Northwich",Cheshire,CW9,7TG,COMAH Upper Tier Operator, (was National Grid Gas PLC),0660,Cheshire West and Chester UA,England
CalaChem Limited,Grangemouth Works,Avecia,Earls Road,Grangemouth,Falkirk ,FK3 ,8XG,COMAH Upper Tier Operator, (was Kemfine UK Limited),9065,Falkirk UA,Scotland
Calor Gas Limited,Canvey Island,Canvey Terminal,Thames Road ,Canvey Island,Essex ,SS8 ,0HR,COMAH Upper Tier Operator,,1520,Castle Point,England
Calor Gas Limited,Coryton,,Manor Way ,Stanford Le Hope,Essex ,SS17,9LW,COMAH Upper Tier Operator,,1595,Thurrock UA,England
Calor Gas Limited,Grangemouth,,Boness Road ,Grangemouth,Falkirk ,FK3 ,9YL,COMAH Upper Tier Operator,,9065,Falkirk UA,Scotland
Calor Gas Limited,Neath Operations Centre,Neath Operations Centre,,Neath,West Glamorgan,SA10,8ER,COMAH Upper Tier Operator,,6930,Neath & Port Talbot UA,Wales
Calor Gas Limited,Plymouth Operations Centre,Lee Mill Industrial Estate,,Plymouth,Devon ,PL21,9ER,COMAH Upper Tier Operator,,1125,South Hams,England
Calor Gas Limited,Port Clarence,,Haverton Hill Road,Middlesbrough,Cleveland ,TS2 ,1SF,COMAH Upper Tier Operator,,0738,Stockton-on-Tees,England
Calor Gas Limited,Saxham LPG Filling Plant,,Newmarket Road,Bury St Edmunds,Suffolk ,IP28,6QY,COMAH Upper Tier Operator,,3525,St Edmundsbury,England
Calor Gas Limited,Stoney Stanton,,Occupation Road ,Leicester ,Leicestershire,LE9 ,4JJ,COMAH Upper Tier Operator,,2405,Blaby,England
Campact Limited,Hexam,,Anick Grange Road ,Hexam,Northumberland,NE46,4JS,COMAH Upper Tier Operator,,2940,Northumberland UA,England
Carpenter Limited,Glossop Branch,Dinting Lodge Ind Est,Off Shaw Lane,Glossop,Derbyshire,SK13,6LE,COMAH Upper Tier Operator,,1030,High Peak,England
Centrica Storage Limited,Easington,Dimlington Road,Easington,Hull,East Riding of Yorkshire,HU12,0SX,COMAH Upper Tier Operator,,2001,East Riding,England
CF Fertilisers UK Limited,Billingham,PO Box 81,,Billingham,Teesside,TS23,1XT,COMAH Upper Tier Operator,,0738,Stockton-on-Tees,England
CF Fertilisers UK Limited,Portrack Site,Tees Bridge Approach Road,,Stockton-On-Tees,Teesside,TS18,2RF,COMAH Upper Tier Operator,,0738,Stockton-on-Tees,England
CF Fertilisers UK Limited,Ince Marshes,Ince Marshes,Ince,Chester,Cheshire,CH2 ,4LB,COMAH Upper Tier Operator,,0660,Cheshire West and Chester UA,England
CF Fertilisers UK Limited,North Tees,Huntsman Drive,Port Clarence,Middlesbrough,Cleveland,TS2,1TT,COMAH Upper Tier Operator,,0738,Stockton-on-Tees,England
Chemoxy International Limited,Billingham,Billingham Process Park,Belasis Avenue,Billingham,Cleveland ,TS23,1LB,COMAH Upper Tier Operator, (was Haltermann Ltd),0738,Stockton-on-Tees,England
Chemoxy International Limited,Middlesbrough,All Saints Refinery,Cargo Fleet Road,Middlesbrough,Cleveland ,TS3 ,6AF,COMAH Upper Tier Operator, (was Haltermann Ltd),0734,Middlesbrough UA,England
Chemring Energetics UK Limited,Ardeer Site,PO Box 2,Ardeer,Stevenston,Ayrshire,KA20,3LN,COMAH Upper Tier Operator,,9072,North Ayrshire UA,Scotland
Chivas Brothers Limited,Balgray Warehousing,,Balgray Road,Beith,Ayrshire,KA15,1HT,COMAH Upper Tier Operator,,9072,North Ayrshire UA,Scotland
Chivas Brothers Limited,Dalmuir Bulk Warehouse,,Beardmore Street,Clydebank,Dunbartonshire,G81,4SA,COMAH Upper Tier Operator,,9057,West Dumbartonshire UA,Scotland
Chivas Brothers Limited,Dumbuck Maturation Site,,Glasgow Road,Dumbarton,Dunbartonshire,G82,1ND,COMAH Upper Tier Operator,,9057,West Dumbartonshire UA,Scotland
Chivas Brothers Limited,Keith Bond No 1,,Alexandra Road,Keith,Moray,AB55,3BX,COMAH Upper Tier Operator,,9071,Moray UA,Scotland
Chivas Brothers Limited,Malcolmburn Warehousing,,Malcolmburn Road,Keith,Moray,AB55,3YB,COMAH Upper Tier Operator,,9071,Moray UA,Scotland
Chivas Brothers Limited,Willowyard Maturation Site,Willowyard Maturation site,Willowyard Road,Beith,Ayrshire,KA15,1JH,COMAH Upper Tier Operator,,9072,North Ayrshire UA,Scotland
CLH Pipeline System (CLH-PS) Limited,Walton on Thames Storage Termininal,Storage Terminal,Waterside Drive ,Walton on Thames,Surrey,KT12,2HZ,COMAH Upper Tier Operator, (was BP Oil UK Limited),3605,Elmbridge,England
CLH Pipeline System (CLH-PS) Limited,Aldermaston PSD Reading,,Silver Lane ,Reading ,Berkshire ,RG7 ,4QR,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),0340,West Berkshire UA,England
CLH Pipeline System (CLH-PS) Limited,Backford North PSD,Backford PSD,Caughall Road,Chester,Cheshire,CH2,4BN,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),0660,Cheshire West and Chester UA,England
CLH Pipeline System (CLH-PS) Limited,Hallen PSD Bristol,Hallen PSD,Ison Hill ,Bristol,South Gloucestershire,BS10,7RH,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),0119,South Gloucs UA,England
CLH Pipeline System (CLH-PS) Limited,Killingholme PSD,Killingholme PSD,Station Road,South Killingholme,North East Lincolnshire ,DN40,3ED,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),2003,North Lincolnshire,England
CLH Pipeline System (CLH-PS) Limited,Misterton PSD,Misterton PSD,Stockwith Road,Doncaster,South Yorkshire,DN10,4JG,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),3010,Bassetlaw,England
CLH Pipeline System (CLH-PS) Limited,Rawcliffe Bridge PSD,Paper Mill Road,Rawcliffe Bridge,Goole,East Riding of Yorkshire,DN14,8SJ,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),2001,East Riding,England
CLH Pipeline System (CLH-PS) Limited,Redcliffe Bay PSD,Redcliffe Bay PSD,Down Road,Portishead,Somerset,BS20,8BL,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),0121,North Somerset,England
CLH Pipeline System (CLH-PS) Limited,Thetford,Thetford PSD,Mundford Road ,Thetford,Norfolk ,IP24,1NB,COMAH Upper Tier Operator, (was Oil and Pipelines Agency),2605,Breckland,England
CLH Pipeline System (CLH-PS) Limited,Bramhall,Bramhall Oil Terminal,Chester Road,"Poynton, Stockport",Cheshire,SK12,1DS,COMAH Upper Tier Operator, (was PX Limited (was Simon Management Ltd),4235,Stockport,England
ConocoPhillips (U.K.) Teesside Operator Limited,Seal Sands Terminal,Teesside Operations,,Middlesbrough,Cleveland ,TS2 ,1UH,COMAH Upper Tier Operator, (was ConocoPhillips Petroleum Company U.K. Limited),0738,Stockton-on-Tees,England
ConocoPhillips (U.K.) Teesside Operator Limited,Middlesbrough,Greatham Storage,,Middlesbrough,Cleveland,TS2,1UH,COMAH Upper Tier Operator, (was ConocoPhillips Petroleum Company U.K. Limited),0738,Stockton-on-Tees,England
Contract Chemicals Limited,Prescot,Knowsley Industrial Estate,Penrhyn Road,Liverpool,Merseyside,L34 ,9HY,COMAH Upper Tier Operator, (was Contract Chemicals (Knowsley) Limited),4305,Knowsley,England
Croda Europe Limited,"Rawcliffe Bridge, Goole",,Rawcliffe Bridge,Goole,East Riding of Yorkshire,DN14,8PN,COMAH Upper Tier Operator,,2001,East Riding,England
DHL Exel Supply Chain Limited,Castleford,,Whitwood Common Lane,Castleford,West Yorkshire,WF10,5QL,COMAH Upper Tier Operator,,4725,Wakefield,England
DHL Exel Supply Chain Limited,Doncaster Rossington Road,High Common Lane,Rossington Road,Doncaster,South Yorkshire,DN11,9HE,COMAH Upper Tier Operator,,4410,Doncaster,England
DHL Supply Chain Limited,Worksop,,Manton Wood,Worksop,Nottinghamshire,S80,3AX,COMAH Upper Tier Operator,,3010,Bassetlaw,England
DHL Supply Chain Limited,Cannock,Hickling Road,Kingswood Lakeside,Cannock,Staffordshire,WS11,8JH,COMAH Upper Tier Operator, (was Power Europe (Cannock) Limited),3405,Cannock Chase,England
DHL Supply Chain Limited,Doncaster,Trax Park,Decoy Bank South,Doncaster,South Yorkshire,DN4 ,5PD,COMAH Upper Tier Operator, (was Power Europe (Doncaster) Limited),4410,Doncaster,England
Diageo Scotland Limited,Auchroisk Distillery,,,Mulben,Banffshire,AB55,6XS,COMAH Upper Tier Operator,,9071,Moray UA,Scotland
Diageo Scotland Limited,Blackgrange/Cambus Bonds,Blackgrange,,Alloa,Clackmannanshire,FK10,2PH,COMAH Upper Tier Operator,,9056,Clackmannan UA,Scotland
Diageo Scotland Limited,Bonnybridge Warehouses,,Glasgow Road,Bonnybridge,Falkirk,FK4,1SH,COMAH Upper Tier Operator,,9065,Falkirk UA,Scotland
Diageo Scotland Limited,Broxburn - Westerton Road,East Mains Industrial Estate,18 Westerton Road,Broxburn,West Lothian,EH52,5QA,COMAH Upper Tier Operator,,9079,West Lothian UA,Scotland
Diageo Scotland Limited,Cluny Maturation Complex,,Cluny Road,"Cluny, Kirkcaldy",Fife,KY2,6QP,COMAH Upper Tier Operator,,9066,Fife UA,Scotland
Diageo Scotland Limited,Glenlossie Distillery,,,Elgin,Moray,IV30,3SS,COMAH Upper Tier Operator,,9071,Moray UA,Scotland
Diageo Scotland Limited,Leven Site,,,Leven,Fife,KY8 ,5HD,COMAH Upper Tier Operator,,9066,Fife UA,Scotland
Diageo Scotland Limited,Menstrie Bond,,,Menstrie,Clackmannanshire,FK11,7EP,COMAH Upper Tier Operator,,9056,Clackmannan UA,Scotland
Diageo Scotland Limited,UDV (J & B site) Blythswood,Argyle Avenue Blythswood Estate,Inchinnan Road,Renfrew,Renfrewshire,PA4,9EB,COMAH Upper Tier Operator,,9075,Renfrewshire UA,Scotland
Dow AgroSciences Limited,Kings Lynn,,Estuary Road,Kings Lynn,Norfolk ,PE30,2JD,COMAH Upper Tier Operator, (was Dow Chemical Company Limited),2635,W Norfolk & Kings Lynn,England
Dow Silicones UK Limited,Barry,,Cardiff Road,Barry,Vale of Glamorgan ,CF63,2YL,COMAH Upper Tier Operator, (was Dow Corning Limited),6950,Vale of Glamorgan UA,Wales
Dragon LNG Limited,Dragon LNG Terminal,,,Milford Haven,Pembrokeshire,SA73,1DP,COMAH Upper Tier Operator,,6845,Pembrokeshire UA,Wales
DSM Nutritional Products (UK) Limited,Dalry,Drakemyre,,Dalry,Ayrshire,KA24,5JJ,COMAH Upper Tier Operator,,9072,North Ayrshire UA,Scotland
Eastham Refinery Limited,South Wirral,,North Road,South Wirral,Merseyside,CH65,1AJ,COMAH Upper Tier Operator,,4325,Wirral,England
Easy Cleaning Solutions Limited,Thetford,Brunel Way,,Thetford,Norfolk,IP24,1HF,COMAH Upper Tier Operator, (was Jeyes Limited),2605,Breckland,England
Eddie Stobart Logistics Limited,Heywood,Unit M2 Heywood Distribution Park,Pilsworth Road,Heywood,Greater Manchester,OL10,2TR,COMAH Upper Tier Operator,,4225,Rochdale,England
EDF Trading Gas Storage Limited,Hole House Farm Storage Site,Hole House Farm,,Crewe,Cheshire,CW11,3QN,COMAH Upper Tier Operator, (was Energy Merchants Gas Storage (UK) Limited),0670,Cheshire East UA,England
Edrington Group Limited (The),Macallan Distillery,,Craigellachie,Aberlour,Moray,AB38,9RX,COMAH Upper Tier Operator,,9071,Moray UA,Scotland
Elanco UK AH Limited,Liverpool,Fleming Road,Speke,Liverpool,Merseyside,L24 ,9LN,COMAH Upper Tier Operator, (was Eli Lilly and Company Limited),4310,Liverpool,England
Emerald Kalama Chemical Limited,Widnes,,Dans Road,Widnes,Cheshire,WA8 ,0RF,COMAH Upper Tier Operator, (was Innospec Widnes Ltd),0650,Halton UA,England
EnQuest NNS Limited,Sullom Voe Oil Terminal,,Mossbank,Lerwick,Shetland,ZE2,9TU,COMAH Upper Tier Operator, (was Enquest Plc (was BP Exploration Operating Company Limited),9010,Shetland,Scotland
Ensus UK Limited,Wilton,Middleway,Wilton International,Middlesbrough,Cleveland,TS10,4WS,COMAH Upper Tier Operator,,0728,Redcar & Cleveland,England
EnviroWales Limited,Rassau Industrial Estate,Plateaux 1 and 2,Rassau Industrial Estate,Ebbw Vale,Gwent,NP23,5SD,COMAH Upper Tier Operator,,6910,Blaenau Gwent UA,Wales
EPC United Kingdom Plc,Alfreton,Rough Close Works,"Carnfield Hill, South Normanton",Alfreton,Derbyshire,DE55,2BE,COMAH Upper Tier Operator,,1005,Amber Valley,England
EPC United Kingdom Plc,Harwich,Great Oakley Works,,Harwich,Essex ,CO12,5JW,COMAH Upper Tier Operator, (was Exchem Plc),1560,Tendring,England
Essar Oil (UK) Limited,Stanlow,Stanlow Manufacturing Complex,PO Box 3,Ellesmere Port,Cheshire,CH65 ,4HB,COMAH Upper Tier Operator, (was Shell UK Oil Products Ltd),0660,Cheshire West and Chester UA,England
Essar Oil (UK) Limited,Tranmere,Tranmere Oil Terminal,,Birkenhead,Merseyside,CH42,1LQ,COMAH Upper Tier Operator, (was Shell UK Oil Products Ltd),4325,Wirral,England
Esseco UK Limited,Wakefield,,Calder Vale Road,Wakefield,West Yorkshire,WF1 ,5PH,COMAH Upper Tier Operator, (was Brotherton Esseco Limited was Brotherton Speciality Products Ltd),4725,Wakefield,England
Esso Petroleum Company Limited,Avonmouth Terminal,Avonmouth Terminal,St Andrew's Road,Bristol,South Gloucestershire,BS11,9BN,COMAH Upper Tier Operator,,0116,Bristol UA,England
Esso Petroleum Company Limited,Birmingham Erdington Terminal,Birmingham Terminal,Wood Lane ,Birmingham,West Midlands ,B24 ,8DN,COMAH Upper Tier Operator,,4605,Birmingham,England
Esso Petroleum Company Limited,Fawley Refinery,Esso Refinery,,Southampton,Hampshire ,SO45,1TX,COMAH Upper Tier Operator,,1740,New Forest,England
Esso Petroleum Company Limited,Purfleet,,London Road ,Purfleet,Essex ,RM19,1RS,COMAH Upper Tier Operator,,1595,Thurrock UA,England
Esso Petroleum Company Limited,West London Terminal  Stanwell,West London Terminal,Bedfont Road,Staines,Middlesex ,TW19,7LZ,COMAH Upper Tier Operator,,5540,Hounslow,England
Evans Vanodine International Plc,Preston,Walton Summit Centre,Unit 142 Brierley Road,"Bamber Bridge, Preston",Lancashire,PR5,8AH,COMAH Upper Tier Operator,,2360,South Ribble,England
Exwold Technology Limited,Hartlepool,,Brenda Road South,Hartlepool,Cleveland,TS25,2BE,COMAH Upper Tier Operator,,0724,Hartlepool,England
ExxonMobil Chemical Limited,Fawley/Hythe ExxonMobil Chemical,,Cadland Road,Southampton,Hampshire ,S045,3NP,COMAH Upper Tier Operator,,1740,New Forest,England
ExxonMobil Chemical Limited,Fife Ethylene Plant Breafoot Bay,Po Box 14,Braefoot Bay,Burntisland,Fife,KY3,0XR,COMAH Upper Tier Operator,,9066,Fife UA,Scotland
ExxonMobil Chemical Limited,Fife Ethylene Plant Mossmorran,Beverkae House,,Cowdenbeath,Fife,KY4,8EP,COMAH Upper Tier Operator,,9066,Fife UA,Scotland
Faldingworth Defence Limited,Market Rasen,"Faldingworth Base, Spridlington Road",Faldingworth,Market Rasen,Lincolnshire,LN8,3SQ,COMAH Upper Tier Operator, (was Hessle Dock Company Limited),2535,West Lindsey,England
Falmouth Petroleum Limited,Falmouth,The Docks,,Falmouth,Cornwall,TR11,4NR,COMAH Upper Tier Operator,,0840,Cornwall UA,England
Fine Organics Limited ,Seal Sands,,,Middlesbrough,Cleveland,TS2,1UB,COMAH Upper Tier Operator,,0738,Stockton-on-Tees,England
Flogas Britain Limited,Avonmouth LPG Terminal,Avonmouth LPG Storage Facility,Severn Road,Hallen,Bristol,BS10,7SQ,COMAH Upper Tier Operator, (was National Grid Gas PLC),0119,South Gloucs UA,England
Flogas Britain Limited,Birmingham,Haywards Industrial Park,Orton Way ,Birmingham,West Midlands ,B35 ,7BT,COMAH Upper Tier Operator, (was Flogas UK Limited),4605,Birmingham,England
Flogas Britain Limited,Leicester (Merrylees),Stoke Industrial Park,Merrylees Road - The Sidings,Leicester            ,Leicestershire,LE9 ,9FE,COMAH Upper Tier Operator,,2420,Hinckley & Bosworth,England
Flogas Britain Limited,Llandarcy LPG storage depot,EM Edwards Works,,Neath,West Glamorgan,SA10,6JY,COMAH Upper Tier Operator, (was Flogas UK Limited),6930,Neath & Port Talbot UA,Wales
Flogas Britain Limited,Rainham,,Marsh Way,Rainham,Essex,RM13,8UH,COMAH Upper Tier Operator, (was Flogas UK Limited),5480,Havering,England
Flogas Britain Limited,"Staveley, Chesterfield",,Farndale Road ,Chesterfield,Derbyshire,S43 ,3YN,COMAH Upper Tier Operator, (was Flogas UK Limited),1015,Chesterfield,England
FMC Agro Limited,Deeside,Rectors Lane,Pentre,Deeside,Flintshire,CH5,2DH,COMAH Upper Tier Operator, (was Headland Agrochemicals Limited),6835,Flintshire UA,Wales
Frank Wright Limited,Ashbourne,Blenheim House,Blenheim Road,Ashbourne,Derbyshire,DE6,1HA,COMAH Upper Tier Operator,,1045,Derbyshire Dales,England
Frontier Agriculture Limited,Hermitage,Red Shute Mill,Hermitage,Thatcham,Berkshire,RG18,9QL,COMAH Upper Tier Operator,,0340,West Berkshire UA,England
Frontier Agriculture Limited,Wickenby Airfield,North Hanger,Wickenby Airfield,Wickenby,Lincolnshire,LN3,5AX,COMAH Upper Tier Operator,,2535,West Lindsey,England
Frontier Agriculture Limited,South Fen Business Park,Kellington House,South Fen Business Park,Bourne,Lincolnshire,PE10,0DN,COMAH Upper Tier Operator,,9081,Lincolnshire County Council,England
Fujifilm Imaging Colorants Limited,Grangemouth Works,P1 - P2 Plant,Earls Road,Grangemouth,Falkirk ,FK3,8GX,COMAH Upper Tier Operator,,9065,Falkirk UA,Scotland
GEO Specialty Chemicals UK Limited,GEO Specialty / Hythe,Hardley,Hythe,Southampton,Hampshire,SO45,3ZG,COMAH Upper Tier Operator, (was Cognis UK Limited),1740,New Forest,England
Givaudan UK Limited,Ashford,Kennington Road,Willesborough,Ashford,Kent,TN24,0LT,COMAH Upper Tier Operator,,2205,Ashford,England
Glen Turner Distillery Limited,Starlaw Park,,Starlaw Road,Livingston,West Lothian,EH54,8SF,COMAH Upper Tier Operator,,9079,West Lothian UA,Scotland
Gower Chemicals Limited,"Sherburn in Elmet, Leeds","Cygnus House, Moxon Way, Moor Lane Trading Estate",Sherburn in Elmet,Leeds,West Yorkshire,LS25,6ES,COMAH Upper Tier Operator, (was Wrenkem Limited - was Lansdowne Chemicals Plc),2739,Selby,England
Great Bear Distribution Limited,Rotherham Warehouse,,Hellaby Lane,"Hellaby, Rotherham",South Yorkshire,S66,8HN,COMAH Upper Tier Operator, (was Culina Ambient Limited (Culina Ambient Plc was Cert Octavian Plc),4415,Rotherham,England
Great Bear Distribution Limited,Markham Vale,McDavid Way,Markham Vale,Chesterfield,Derbyshire,S44,5HY,COMAH Upper Tier Operator,,1015,Chesterfield,England
Greenergy Terminals Limited,Mayflower and Cattedown Terminal ,Mayflower Terminal,"Breakwater Hill, Coxside",Plymouth,Devon,PL4 ,0RJ,COMAH Upper Tier Operator, (was PX Limited),1160,Plymouth UA,England
Greenergy Terminals Limited,Cardiff Oil Terminal,Queen Alexandra Dock,Longships Road,Cardiff,South Glamorgan ,CF10,4RP,COMAH Upper Tier Operator, (was PX Limited (was Inver Energy (UK) Limited),6815,Cardiff UA,Wales
H J Enthoven Limited,Darley Dale Smelter,Oldfield Lane,Darley Dale,Matlock,Derbyshire,DE4,2LP,COMAH Upper Tier Operator,,1045,Derbyshire Dales,England
H W Coates Limited,"Byley, Middlewich",Middlewich Industrial Estate,Byley Lane     ,Middlewich,Cheshire                      ,CW10,9NT,COMAH Upper Tier Operator, (was Firmin Coates & Sons Ltd),0660,Cheshire West and Chester UA,England
H W Coates Limited,Grangemouth North Site,,Earls Road,Grangemouth,Falkirk ,FK3 ,8UU,COMAH Upper Tier Operator, (was Firmin Coates & Sons Ltd),9065,Falkirk UA,Scotland
H W Coates Limited,Grangemouth South Site,,Earls Road,Grangemouth,Falkirk ,FK3 ,8UU,COMAH Upper Tier Operator,,9065,Falkirk UA,Scotland
H W Coates Limited,Newmarket,The Pines Depot,Fordham Road,Newmarket,Cambridgeshire,CB8 ,7LG,COMAH Upper Tier Operator, (was Firmin Coates & Sons Ltd),0510,East Cambridgeshire,England
Haltermann Carless UK Limited,Harwich,Harwich Refinery,Refinery Road ,Harwich,Essex ,CO12,4SS,COMAH Upper Tier Operator, (was Petrochem Carless Ltd),1560,Tendring,England
Hanson Logistics Limited,Huddersfield,,Ashgrove Road ,Huddersfield,West Yorkshire,HD2 ,1FQ,COMAH Upper Tier Operator,,4715,Kirklees,England
Heathrow Hydrant Operating Company Limited,Heathrow Airport Perryoaks Fuel Terminal,Building 378,Wessex Road,Hounslow,Middlesex,TW6,2BR,COMAH Upper Tier Operator,,5510,Hillingdon,England
Hexion UK Limited,"Cowie, Stirling",,Station Road,"Cowie, Stirling",Stirlingshire,FK7 ,7BQ,COMAH Upper Tier Operator, (was Momentive Specialty Chemicals UK Limited (was Hexion Specialty Chemicals UK Ltd)),9078,Stirling UA,Scotland
Hexion UK Limited,Penarth,,Hayes Road,"Penarth, Sully",South Glamorgan ,CF64,5YU,COMAH Upper Tier Operator, (was Momentive Specialty Chemicals UK Limited (was Hexion Specialty Chemicals UK Ltd)),6950,Vale of Glamorgan UA,Wales
Heyford Park Management Company Limited,Southern Bomb Store/Site,Heyford Park,Camp Road,Upper Heyford,Oxfordshire,OX25,5HD,COMAH Upper Tier Operator,,3105,Cherwell,England
Heys Group Limited (The),Essendine,,Bourne Road ,Stamford,Rutland,PE9,4LE,COMAH Upper Tier Operator,,2470,Rutland UA,England
Holchem Laboratories Limited,Pilsworth/Bury,M66 Trading Estate,Pilsworth Road,"Pilsworth, Bury",Lancashire,BL9,8RD,COMAH Upper Tier Operator,,4210,Bury,England
Holford Gas Storage Limited,Holford Brine Field,Holford,Lostock Gralam,Northwich,Cheshire,CW9,7TD,COMAH Upper Tier Operator,,0660,Cheshire West and Chester UA,England
